S No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price
386,Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5
387,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.15
388,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,7.85
389,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.25
390,Hyundai Grand i10 Asta Option,Coimbatore,2016,40587,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
391,Hyundai Grand i10 Asta Option,Chennai,2017,18000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
392,Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
393,Hyundai Grand i10 Asta Option,Kolkata,2015,39000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
394,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,6.89
395,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,7.22
396,Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.35
397,Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.99
398,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.77
399,Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.57
400,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,6.93
401,Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,4.9
402,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,7.08
403,Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,7.6
404,Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.4
405,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.91
406,Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.5
407,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.72
408,Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.1
409,Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,6.3
410,Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,6.2
411,Hyundai Grand i10 AT Asta,Pune,2015,32000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,4.8
412,Hyundai Grand i10 AT Asta,Pune,2015,32100,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,
413,Hyundai Grand i10 AT Asta,Coimbatore,2016,18242,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,
414,Hyundai Grand i10 CRDi Asta,Bangalore,2016,50000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.5
415,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.75
416,Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.6
417,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.58
418,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.04
419,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.88
420,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,3.96
421,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4
422,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.5
423,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.7
424,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.21
425,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.5
426,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.5
427,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.9
428,Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.5
429,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.99
430,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,5.5
431,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,5,4.96
432,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.25
433,Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,3.75
434,Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.25
435,Hyundai Grand i10 Magna,Pune,2015,21000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,3.75
436,Hyundai Grand i10 Magna,Jaipur,2016,21000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
437,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,18.9 kmpl,1197 CC,82 bhp,5,5.45
438,Hyundai Grand i10 Sportz,Chennai,2015,54000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,3.6
439,Hyundai Grand i10 Sportz,Bangalore,2016,16000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.75
440,Hyundai Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.5
441,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.8
442,Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.4
443,Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.53
444,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.64
445,Hyundai Grand i10 Sportz,Kochi,2016,19947,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.04
446,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.1
447,Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.43
448,Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.78
449,Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.6
450,Hyundai Grand i10 Sportz,Jaipur,2017,23000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.5
451,Hyundai Grand i10 Sportz,Mumbai,2016,10770,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.75
452,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.84
453,Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.9
454,Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.7
455,Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,5.8
456,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,6.02
457,Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,6.04
458,Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4.45
459,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,4
460,Hyundai Grand i10 Sportz,Coimbatore,2017,22831,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,6.19
461,Hyundai Grand i10 Sportz,Mumbai,2015,20000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,3.85
462,Hyundai Grand i10 Sportz,Hyderabad,2015,25160,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
463,Hyundai Grand i10 Sportz,Jaipur,2016,67310,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
464,Hyundai Grand i10 Sportz,Hyderabad,2015,56000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
465,Hyundai Grand i10 Sportz,Mumbai,2015,11206,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
466,Hyundai Grand i10 Sportz,Chennai,2016,20000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5,
467,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,5.5
468,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5,4.75
469,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.9
470,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,4.01
471,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.55
472,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.15
473,Hyundai i10 Magna,Kolkata,2015,46000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,
474,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,4.04
475,Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,3.55
476,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,4.27
477,Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,4.07
478,Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,4.55
479,Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.87
480,Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.6
481,Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,4.5
482,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,4.87
483,Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.75
484,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,3.59
485,Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,3
486,Hyundai i10 Sportz 1.1L,Kochi,2015,75383,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5,
487,Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,2.85
488,Hyundai i10 Sportz 1.2,Kolkata,2015,28000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5,3.4
489,Hyundai i20 1.2 Asta,Jaipur,2018,5000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.5
490,Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.85
491,Hyundai i20 1.2 Asta,Kochi,2016,24779,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
492,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.98
493,Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.35
494,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.77
495,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.5
496,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,8.9
497,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.75
498,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.25
499,Hyundai i20 1.2 Asta with AVN,Coimbatore,2015,20045,Petrol,Manual,17.0 kmpl,1197 CC,80 bhp,5,6.22
500,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,17.0 kmpl,1197 CC,80 bhp,5,3.4
501,Hyundai i20 1.2 Magna,Bangalore,2015,59000,Petrol,Manual,18.5 kmpl,1197 CC,80 bhp,5,5.75
502,Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,18.5 kmpl,1197 CC,80 bhp,5,4.6
503,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.27
504,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.25
505,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.95
506,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.27
507,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.5
508,Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6
509,Hyundai i20 1.2 Magna Executive,Mumbai,2018,16053,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
510,Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
511,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,17.0 kmpl,1197 CC,80 bhp,5,5.1
512,Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Petrol,Manual,17.0 kmpl,1197 CC,80 bhp,5,6
513,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,17.0 kmpl,1197 CC,80 bhp,5,5.25
514,Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,Petrol,Manual,17.0 kmpl,1197 CC,80 bhp,5,6.13
515,Hyundai i20 1.2 Spotz,Kochi,2016,42362,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.15
516,Hyundai i20 1.2 Spotz,Mumbai,2017,18673,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.22
517,Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.8
518,Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.95
519,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.58
520,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.45
521,Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.11
522,Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.95
523,Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.75
524,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.65
525,Hyundai i20 1.2 Spotz,Pune,2016,42000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
526,Hyundai i20 1.4 Asta,Chennai,2017,12000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7.3
527,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.35
528,Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.95
529,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,5,6.75
530,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,8.2
531,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,5,7
532,Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,9.18
533,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,8.61
534,Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.36
535,Hyundai i20 1.4 Sportz,Ahmedabad,2018,30000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7.75
536,Hyundai i20 1.4 Sportz,Kolkata,2016,53416,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,
537,Hyundai i20 1.4 Sportz,Kochi,2019,17964,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,
538,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.2
539,Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.4
540,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.5
541,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,5.8
542,Hyundai i20 Active 1.2 S,Kolkata,2016,9201,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,
543,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,8.22
544,Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,8.19
545,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,7.25
546,Hyundai i20 Active 1.4 SX,Kochi,2018,37746,Diesel,Manual,21.19 kmpl,1396 CC,88.73 bhp,5,7.59
547,Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,21.19 kmpl,1396 CC,88.73 bhp,5,6.95
548,Hyundai i20 Active 1.4 SX,Delhi,2017,14301,Diesel,Manual,21.19 kmpl,1396 CC,88.73 bhp,5,
549,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,21.19 kmpl,1396 CC,88.73 bhp,5,5.99
550,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,21.19 kmpl,1396 CC,88.73 bhp,5,6.2
551,Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,21.19 kmpl,1396 CC,88.76 bhp,5,5.9
552,Hyundai i20 Active SX Diesel,Chennai,2015,62083,Diesel,Manual,21.19 kmpl,1396 CC,88.76 bhp,5,
553,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,8.6
554,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5,6.9
555,Hyundai i20 Asta 1.2,Mumbai,2015,42575,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.05
556,Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.21
557,Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.3
558,Hyundai i20 Asta 1.2,Coimbatore,2016,40310,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.09
559,Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6
560,Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.87
561,Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.75
562,Hyundai i20 Asta 1.2,Coimbatore,2017,69627,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
563,Hyundai i20 Asta 1.2,Kolkata,2015,33000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
564,Hyundai i20 Asta 1.2,Mumbai,2015,17000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
565,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.5
566,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,21.27 kmpl,1396 CC,88.76 bhp,5,6.45
567,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7.3
568,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6
569,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,6.98
570,Hyundai i20 Asta 1.4 CRDi,Kolkata,2016,30134,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,
571,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6
572,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.66
573,Hyundai i20 Asta Option 1.2,Pune,2016,21000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.3
574,Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.25
575,Hyundai i20 Asta Option 1.2,Kochi,2017,58620,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,7.14
576,Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.5
577,Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,6.95
578,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.65
579,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.5
580,Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,4.9
581,Hyundai i20 Asta Option 1.2,Coimbatore,2017,14618,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,8.11
582,Hyundai i20 Asta Option 1.2,Bangalore,2016,31000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
583,Hyundai i20 Asta Option 1.2,Mumbai,2015,31293,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,
584,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,9.18
585,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7.03
586,Hyundai i20 Asta Option 1.4 CRDi,Chennai,2016,120000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,
587,Hyundai i20 Diesel Asta Option,Pune,2018,31000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5,7.75
588,Hyundai i20 Magna,Kochi,2015,33544,Petrol,Manual,18.5 kmpl,1197 CC,82.85 bhp,5,
589,Hyundai i20 Magna 1.2,Mumbai,2018,19500,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5,5.85
